file,line,raw,normalized,context
a168风控与客户分层评分体系_商业方案.qmd,14566,0,0,"CASE WHEN game_pnl>0 THEN game_pnl ELSE 0 END),0) tail_profit_share -- ⑨"
a168风控与客户分层评分体系_商业方案.qmd,14566,0,0,"EN game_pnl>0 THEN game_pnl ELSE 0 END),0) tail_profit_share -- ⑨"
a168风控与客户分层评分体系_商业方案.qmd,14571,13,13,## 归档 A-13·两规则组合分析（需求 §6） {#sec-sql-a-13}
a168风控与客户分层评分体系_商业方案.qmd,14571,6,6,## 归档 A-13·两规则组合分析（需求 §6） {#sec-sql-a-13}
a168风控与客户分层评分体系_商业方案.qmd,14571,13,13,## 归档 A-13·两规则组合分析（需求 §6） {#sec-sql-a-13}
a168风控与客户分层评分体系_商业方案.qmd,14573,6,6,> 原所在小节：两规则组合分析（需求 §6）　|　总包对应：待认领（取数请依总包同名口径）
a168风控与客户分层评分体系_商业方案.qmd,14579,1,1,CASE WHEN t.member_id IS NOT NULL THEN 1 ELSE 0 END is_tail_risk
a168风控与客户分层评分体系_商业方案.qmd,14579,0,0,HEN t.member_id IS NOT NULL THEN 1 ELSE 0 END is_tail_risk
a168风控与客户分层评分体系_商业方案.qmd,14582,1.0,1,SUM(is_tail_risk)*1.0/COUNT(*) tail_risk_share
a168风控与客户分层评分体系_商业方案.qmd,14588,0.90,0.9,"FROM t WHERE bet_progress >= 0.90 GROUP BY round_key, bet_ip, member_id)"
a168风控与客户分层评分体系_商业方案.qmd,14595,14,14,## 归档 A-14·表名开关：`ods_a168_bet02` 还是 `ads_a168_bet0
a168风控与客户分层评分体系_商业方案.qmd,14595,14,14,bet02` 还是 `ads_a168_bet02`？ {#sec-sql-a-14}
a168风控与客户分层评分体系_商业方案.qmd,14608,15,15,## 归档 A-15·R-01 SQL（可直接运行，含相对靴位与注额斜率） {#sec-sql-a-
a168风控与客户分层评分体系_商业方案.qmd,14608,01,1,## 归档 A-15·R-01 SQL（可直接运行，含相对靴位与注额斜率） {#sec-sql-a-15}
a168风控与客户分层评分体系_商业方案.qmd,14608,15,15,·R-01 SQL（可直接运行，含相对靴位与注额斜率） {#sec-sql-a-15}
a168风控与客户分层评分体系_商业方案.qmd,14610,01,1,> 原所在小节：R-01 SQL（可直接运行，含相对靴位与注额斜率）　|　总包对应：**§R01**　|
a168风控与客户分层评分体系_商业方案.qmd,14614,01,1,-- R-01 · 策略性风控：靴末段下注占比 + 相对靴位 + 注额斜率
a168风控与客户分层评分体系_商业方案.qmd,14619,1,1,riadb_2b.ods_a168_agent WHERE age022 = '1'
a168风控与客户分层评分体系_商业方案.qmd,14626,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14626,03,3,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14626,21,21,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14626,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14626,08,8,E b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14626,07,7,.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14627,101,101,AND b.bet02 = '101'
a168风控与客户分层评分体系_商业方案.qmd,14633,20,20,"AST(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) AS fx,"
a168风控与客户分层评分体系_商业方案.qmd,14633,8,8,"(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) AS fx,"
a168风控与客户分层评分体系_商业方案.qmd,14634,20,20,"AST(NULLIF(TRIM(r.bet13),'') AS DECIMAL(20,4)) AS stake_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14634,4,4,"(NULLIF(TRIM(r.bet13),'') AS DECIMAL(20,4)) AS stake_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14635,20,20,"AST(NULLIF(TRIM(r.bet14),'') AS DECIMAL(20,4)) AS payout_raw"
a168风控与客户分层评分体系_商业方案.qmd,14635,4,4,"(NULLIF(TRIM(r.bet14),'') AS DECIMAL(20,4)) AS payout_raw"
a168风控与客户分层评分体系_商业方案.qmd,14642,1,1,WHERE r.rn = 1
a168风控与客户分层评分体系_商业方案.qmd,14643,1,1,AND r.category = '1' AND UPPER(TRIM(r.bet38)) = 'N'
a168风控与客户分层评分体系_商业方案.qmd,14644,0,0,"T(NULLIF(TRIM(r.bet05),'') AS BIGINT) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14645,20,20,"AST(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14645,8,8,"(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14645,0,0,"F(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14646,0,0,"CAST(NULLIF(TRIM(r.bet04),'') AS INT) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14655,1.0,1,"b.round_no * 1.0 / NULLIF(s.max_round,0)      AS shoe_pos"
a168风控与客户分层评分体系_商业方案.qmd,14655,0,0,"b.round_no * 1.0 / NULLIF(s.max_round,0)      AS shoe_pos,"
a168风控与客户分层评分体系_商业方案.qmd,14658,1.0,1,"CASE WHEN b.round_no * 1.0 / NULLIF(s.max_round,0) >= 0.80"
a168风控与客户分层评分体系_商业方案.qmd,14658,0,0,"N b.round_no * 1.0 / NULLIF(s.max_round,0) >= 0.80"
a168风控与客户分层评分体系_商业方案.qmd,14658,0.80,0.8,"und_no * 1.0 / NULLIF(s.max_round,0) >= 0.80"
a168风控与客户分层评分体系_商业方案.qmd,14659,1,1,THEN 1 ELSE 0 END                        AS is_
a168风控与客户分层评分体系_商业方案.qmd,14659,0,0,THEN 1 ELSE 0 END                        AS is_late  -
a168风控与客户分层评分体系_商业方案.qmd,14659,01,1,AS is_late  -- B-01 斧正：相对靴位
a168风控与客户分层评分体系_商业方案.qmd,14667,1.0,1,SUM(is_late) * 1.0 / COUNT(*)                          AS l
a168风控与客户分层评分体系_商业方案.qmd,14668,1,1,"PERCENTILE_APPROX(CASE WHEN is_late=1 THEN shoe_pos END, 0.5) AS shoe_pos_p50,"
a168风控与客户分层评分体系_商业方案.qmd,14668,0.5,0.5,"(CASE WHEN is_late=1 THEN shoe_pos END, 0.5) AS shoe_pos_p50,"
a168风控与客户分层评分体系_商业方案.qmd,14670,1,1,SUM(CASE WHEN is_late=1 THEN stake END)
a168风控与客户分层评分体系_商业方案.qmd,14671,0,0,"/ NULLIF(SUM(is_late),0)                             AS stake_l"
a168风控与客户分层评分体系_商业方案.qmd,14672,0,0,SUM(CASE WHEN is_late=0 THEN stake END)
a168风控与客户分层评分体系_商业方案.qmd,14673,0,0,"/ NULLIF(COUNT(*)-SUM(is_late),0)                    AS stake_early_avg,"
a168风控与客户分层评分体系_商业方案.qmd,14674,1,1,"(SUM(CASE WHEN is_late=1 THEN stake END) / NULLIF(SUM(is_late),0)"
a168风控与客户分层评分体系_商业方案.qmd,14674,0,0,"1 THEN stake END) / NULLIF(SUM(is_late),0))"
a168风控与客户分层评分体系_商业方案.qmd,14675,0,0,/ NULLIF(SUM(CASE WHEN is_late=0 THEN stake END)
a168风控与客户分层评分体系_商业方案.qmd,14676,0,0,"/ NULLIF(COUNT(*)-SUM(is_late),0), 0)       AS stake_ramp,"
a168风控与客户分层评分体系_商业方案.qmd,14676,0,0,"/ NULLIF(COUNT(*)-SUM(is_late),0), 0)       AS stake_ramp,"
a168风控与客户分层评分体系_商业方案.qmd,14678,1,1,SUM(CASE WHEN is_late=1 THEN game_pnl END)
a168风控与客户分层评分体系_商业方案.qmd,14679,1,1,"/ NULLIF(SUM(CASE WHEN is_late=1 THEN stake END),0)  AS roi_late,"
a168风控与客户分层评分体系_商业方案.qmd,14679,0,0,"SUM(CASE WHEN is_late=1 THEN stake END),0)  AS roi_late,"
a168风控与客户分层评分体系_商业方案.qmd,14680,0,0,SUM(CASE WHEN is_late=0 THEN game_pnl END)
a168风控与客户分层评分体系_商业方案.qmd,14681,0,0,"/ NULLIF(SUM(CASE WHEN is_late=0 THEN stake END),0)  AS roi_early,"
a168风控与客户分层评分体系_商业方案.qmd,14681,0,0,"SUM(CASE WHEN is_late=0 THEN stake END),0)  AS roi_early,"
a168风控与客户分层评分体系_商业方案.qmd,14682,1,1,SUM(CASE WHEN is_late=1 THEN stake END)                AS stake_
a168风控与客户分层评分体系_商业方案.qmd,14683,1,1,SUM(CASE WHEN is_late=1 THEN game_pnl END)             AS game_p
a168风控与客户分层评分体系_商业方案.qmd,14688,100,100,HAVING COUNT(*) >= 100                     -- 需求：订单数据超过 100 笔
a168风控与客户分层评分体系_商业方案.qmd,14688,100,100,>= 100                     -- 需求：订单数据超过 100 笔
a168风控与客户分层评分体系_商业方案.qmd,14689,1.0,1,AND SUM(is_late) * 1.0 / COUNT(*) >= 0.70   -- 需求：占比 70% 及以上
a168风控与客户分层评分体系_商业方案.qmd,14689,0.70,0.7,AND SUM(is_late) * 1.0 / COUNT(*) >= 0.70   -- 需求：占比 70% 及以上
a168风控与客户分层评分体系_商业方案.qmd,14689,70%,0.7,te) * 1.0 / COUNT(*) >= 0.70   -- 需求：占比 70% 及以上
a168风控与客户分层评分体系_商业方案.qmd,14693,16,16,## 归档 A-16·R-02 SQL（两阶段，避免 1.9 亿行自连接压垮集群） {#sec-sq
a168风控与客户分层评分体系_商业方案.qmd,14693,02,2,## 归档 A-16·R-02 SQL（两阶段，避免 1.9 亿行自连接压垮集群） {#sec-sql-a-16
a168风控与客户分层评分体系_商业方案.qmd,14693,1.9,1.9,## 归档 A-16·R-02 SQL（两阶段，避免 1.9 亿行自连接压垮集群） {#sec-sql-a-16}
a168风控与客户分层评分体系_商业方案.qmd,14693,16,16,2 SQL（两阶段，避免 1.9 亿行自连接压垮集群） {#sec-sql-a-16}
a168风控与客户分层评分体系_商业方案.qmd,14695,02,2,> 原所在小节：R-02 SQL（两阶段，避免 1.9 亿行自连接压垮集群）　|　总包对应：**§R02*
a168风控与客户分层评分体系_商业方案.qmd,14695,1.9,1.9,> 原所在小节：R-02 SQL（两阶段，避免 1.9 亿行自连接压垮集群）　|　总包对应：**§R02**　|　产出：`R02_sam
a168风控与客户分层评分体系_商业方案.qmd,14699,02,2,-- R-02 · 团伙同桌：两阶段。阶段一先压到「会员×物理局」去重，
a168风控与客户分层评分体系_商业方案.qmd,14701,1.9,1.9,-- ★ 千万不要直接对 bet02 原表自连接：1.9 亿 × 1.9 亿 必然压垮集群。
a168风控与客户分层评分体系_商业方案.qmd,14701,1.9,1.9,-- ★ 千万不要直接对 bet02 原表自连接：1.9 亿 × 1.9 亿 必然压垮集群。
a168风控与客户分层评分体系_商业方案.qmd,14711,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14711,03,3,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14711,21,21,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14711,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14711,08,8,E b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14711,07,7,.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14712,101,101,AND b.bet02 = '101' AND b.category = '1'
a168风控与客户分层评分体系_商业方案.qmd,14712,1,1,AND b.bet02 = '101' AND b.category = '1'
a168风控与客户分层评分体系_商业方案.qmd,14714,0,0,"T(NULLIF(TRIM(b.bet05),'') AS BIGINT) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14716,100,100,act AS (   -- 候选池：局数够多才可能凑到 100 局同桌
a168风控与客户分层评分体系_商业方案.qmd,14718,100,100,r GROUP BY member_id HAVING COUNT(*) >= 100
a168风控与客户分层评分体系_商业方案.qmd,14729,100,100,HAVING COUNT(*) >= 100                       -- 需求：同桌订单数超过 100 笔
a168风控与客户分层评分体系_商业方案.qmd,14729,100,100,100                       -- 需求：同桌订单数超过 100 笔
a168风控与客户分层评分体系_商业方案.qmd,14741,1.0,1,"SUM(a.n_md * b.n_md * 1.0 / NULLIF(t.n_td,0)) AS exp_same"
a168风控与客户分层评分体系_商业方案.qmd,14741,0,0,"M(a.n_md * b.n_md * 1.0 / NULLIF(t.n_td,0)) AS exp_same"
a168风控与客户分层评分体系_商业方案.qmd,14751,1.0,1,"p.same_rounds * 1.0 / NULLIF(LEAST(a1.n_rounds, a2.n_rounds)"
a168风控与客户分层评分体系_商业方案.qmd,14751,0,0,"NULLIF(LEAST(a1.n_rounds, a2.n_rounds),0) AS same_rate,"
a168风控与客户分层评分体系_商业方案.qmd,14753,1.0,1,p.same_rounds * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14754,0,0,"n_rounds + a2.n_rounds - p.same_rounds, 0)        AS jaccard,"
a168风控与客户分层评分体系_商业方案.qmd,14755,3,3,/* ★ 修正口径：提升度 Lift（>=3 才脱离巧合） */
a168风控与客户分层评分体系_商业方案.qmd,14756,1.0,1,"p.same_rounds * 1.0 / NULLIF(e.exp_same, 0)"
a168风控与客户分层评分体系_商业方案.qmd,14756,0,0,".same_rounds * 1.0 / NULLIF(e.exp_same, 0)                     AS lift,"
a168风控与客户分层评分体系_商业方案.qmd,14762,1.0,1,"WHERE p.same_rounds * 1.0 / NULLIF(LEAST(a1.n_rounds, a2.n_rounds)"
a168风控与客户分层评分体系_商业方案.qmd,14762,0,0,"NULLIF(LEAST(a1.n_rounds, a2.n_rounds),0) >= 0.30"
a168风控与客户分层评分体系_商业方案.qmd,14762,0.30,0.3,"F(LEAST(a1.n_rounds, a2.n_rounds),0) >= 0.30"
a168风控与客户分层评分体系_商业方案.qmd,14766,17,17,## 归档 A-17·R-03 SQL（三臂制 · 事实层不删 · 决胜局分母） {#sec-sql
a168风控与客户分层评分体系_商业方案.qmd,14766,03,3,## 归档 A-17·R-03 SQL（三臂制 · 事实层不删 · 决胜局分母） {#sec-sql-a-17}
a168风控与客户分层评分体系_商业方案.qmd,14766,17,17,03 SQL（三臂制 · 事实层不删 · 决胜局分母） {#sec-sql-a-17}
a168风控与客户分层评分体系_商业方案.qmd,14768,03,3,> 原所在小节：R-03 玩家—荷官关联异常　|　总包对应：**§R03**　|　产出：`R03_play
a168风控与客户分层评分体系_商业方案.qmd,14771,2026,2026,## 本归档已于 2026-08-11 全面重写，与旧版有六处实质差异
a168风控与客户分层评分体系_商业方案.qmd,14771,08,8,## 本归档已于 2026-08-11 全面重写，与旧版有六处实质差异
a168风控与客户分层评分体系_商业方案.qmd,14771,11,11,## 本归档已于 2026-08-11 全面重写，与旧版有六处实质差异
a168风控与客户分层评分体系_商业方案.qmd,14773,0.5,0.5,"de) AS main_side` 与 `COALESCE(s.p_base, 0.5)`）**已废止**，"
a168风控与客户分层评分体系_商业方案.qmd,14776,1,1,1. **基准改注额加权**——旧版以 `MAX(bet_side)` 取「主注项
a168风控与客户分层评分体系_商业方案.qmd,14777,9.47%,0.0947,**字母序**最大者；`Tie` 序在庄闲之后，故同局押庄兼押和者整局基准被判 9.47% 而非
a168风控与客户分层评分体系_商业方案.qmd,14778,50.67%,0.5067,50.67%，Z 分数系统性抬高。今新增 `ordb` 于注单层挂各注基准，按注额加权。
a168风控与客户分层评分体系_商业方案.qmd,14779,2,2,"2. **废除 0.5 兜底**——旧版 `COALESCE(s.p_base,"
a168风控与客户分层评分体系_商业方案.qmd,14779,0.5,0.5,"2. **废除 0.5 兜底**——旧版 `COALESCE(s.p_base, 0.5)` 以 50%"
a168风控与客户分层评分体系_商业方案.qmd,14779,0.5,0.5,". **废除 0.5 兜底**——旧版 `COALESCE(s.p_base, 0.5)` 以 50% 顶替未定义基准；"
a168风控与客户分层评分体系_商业方案.qmd,14779,50%,0.5,".5 兜底**——旧版 `COALESCE(s.p_base, 0.5)` 以 50% 顶替未定义基准；"
a168风控与客户分层评分体系_商业方案.qmd,14781,3,3,3. **哨兵由删改标**——`is_sentinel_dealer` 标注取代源
a168风控与客户分层评分体系_商业方案.qmd,14782,0,0,ide_base` 加 `WHERE is_sentinel_dealer = 0`）。
a168风控与客户分层评分体系_商业方案.qmd,14783,4,4,4. **下限由过滤改标注**——`WHERE n_rounds_eff >= 3
a168风控与客户分层评分体系_商业方案.qmd,14783,30,30,4. **下限由过滤改标注**——`WHERE n_rounds_eff >= 30` 已废，改出 `eligibility_status`
a168风控与客户分层评分体系_商业方案.qmd,14785,5,5,5. **三臂并出**——`z_score_unw`（L0 基线臂）、`z_sco
a168风控与客户分层评分体系_商业方案.qmd,14788,6,6,6. **比较批次号**——`comparison_id` 及四项口径列，使两臂总
a168风控与客户分层评分体系_商业方案.qmd,14790,"8,061,974",8061974,"**预期产出 8,061,974 行**（§R03-inv 实测），其中 `ELIGIBLE` 应恰为 **517"
a168风控与客户分层评分体系_商业方案.qmd,14790,"517,528",517528,"74 行**（§R03-inv 实测），其中 `ELIGIBLE` 应恰为 **517,528 行**、"
a168风控与客户分层评分体系_商业方案.qmd,14791,"243,025",243025,"`SENTINEL_DEALER` 应为 **243,025 行**——**对不上即示口径有变，须回查而非放行**。"
a168风控与客户分层评分体系_商业方案.qmd,14804,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14804,03,3,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14804,21,21,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14804,2026,2026,WHERE b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14804,08,8,E b.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14804,07,7,.dt >= '2026-03-21' AND b.dt < '2026-08-07'
a168风控与客户分层评分体系_商业方案.qmd,14805,101,101,AND b.bet02 = '101' AND b.category = '1'
a168风控与客户分层评分体系_商业方案.qmd,14805,1,1,AND b.bet02 = '101' AND b.category = '1'
a168风控与客户分层评分体系_商业方案.qmd,14809,1,1,"CASE WHEN TRIM(r.eid) IN ('-1','0') THEN 1 ELSE 0 END AS is_sentinel_"
a168风控与客户分层评分体系_商业方案.qmd,14809,0,0,"CASE WHEN TRIM(r.eid) IN ('-1','0') THEN 1 ELSE 0 END AS is_sentinel_deal"
a168风控与客户分层评分体系_商业方案.qmd,14809,1,1,"ASE WHEN TRIM(r.eid) IN ('-1','0') THEN 1 ELSE 0 END AS is_sentinel_dealer,"
a168风控与客户分层评分体系_商业方案.qmd,14809,0,0,"N TRIM(r.eid) IN ('-1','0') THEN 1 ELSE 0 END AS is_sentinel_dealer,"
a168风控与客户分层评分体系_商业方案.qmd,14812,20,20,"AST(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) AS fx,"
a168风控与客户分层评分体系_商业方案.qmd,14812,8,8,"(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) AS fx,"
a168风控与客户分层评分体系_商业方案.qmd,14813,20,20,"AST(NULLIF(TRIM(r.bet13),'') AS DECIMAL(20,4)) AS stake_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14813,4,4,"(NULLIF(TRIM(r.bet13),'') AS DECIMAL(20,4)) AS stake_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14814,20,20,"AST(NULLIF(TRIM(r.bet14),'') AS DECIMAL(20,4)) AS payout_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14814,4,4,"(NULLIF(TRIM(r.bet14),'') AS DECIMAL(20,4)) AS payout_raw,"
a168风控与客户分层评分体系_商业方案.qmd,14815,20,20,"AST(NULLIF(TRIM(r.bet17),'') AS DECIMAL(20,4)) AS net_raw"
a168风控与客户分层评分体系_商业方案.qmd,14815,4,4,"(NULLIF(TRIM(r.bet17),'') AS DECIMAL(20,4)) AS net_raw"
a168风控与客户分层评分体系_商业方案.qmd,14817,1,1,WHERE r.rn = 1
a168风控与客户分层评分体系_商业方案.qmd,14819,0,0,"T(NULLIF(TRIM(r.bet05),'') AS BIGINT) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14820,20,20,"AST(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14820,8,8,"(NULLIF(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14820,0,0,"F(TRIM(r.bet11),'') AS DECIMAL(20,8)) > 0"
a168风控与客户分层评分体系_商业方案.qmd,14833,0,0,SUM(CASE WHEN game_pnl > 0 THEN 1 ELSE 0 END) * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14833,1,1,SUM(CASE WHEN game_pnl > 0 THEN 1 ELSE 0 END) * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14833,0,0,SUM(CASE WHEN game_pnl > 0 THEN 1 ELSE 0 END) * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14833,1.0,1,WHEN game_pnl > 0 THEN 1 ELSE 0 END) * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14834,0,0,"/ NULLIF(SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END), 0) AS p_base"
a168风控与客户分层评分体系_商业方案.qmd,14834,1,1,"NULLIF(SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END), 0) AS p_base"
a168风控与客户分层评分体系_商业方案.qmd,14834,0,0,"SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END), 0) AS p_base"
a168风控与客户分层评分体系_商业方案.qmd,14834,0,0,"WHEN game_pnl <> 0 THEN 1 ELSE 0 END), 0) AS p_base"
a168风控与客户分层评分体系_商业方案.qmd,14835,0,0,FROM ord WHERE is_sentinel_dealer = 0
a168风控与客户分层评分体系_商业方案.qmd,14851,0,0,"WHEN p_side IS NOT NULL THEN stake ELSE 0 END), 0)"
a168风控与客户分层评分体系_商业方案.qmd,14851,0,0,"ide IS NOT NULL THEN stake ELSE 0 END), 0)"
a168风控与客户分层评分体系_商业方案.qmd,14862,0,0,"SUM(CASE WHEN game_pnl >  0 THEN 1 ELSE 0 END) AS win_all,"
a168风控与客户分层评分体系_商业方案.qmd,14862,1,1,"SUM(CASE WHEN game_pnl >  0 THEN 1 ELSE 0 END) AS win_all,"
a168风控与客户分层评分体系_商业方案.qmd,14862,0,0,"SUM(CASE WHEN game_pnl >  0 THEN 1 ELSE 0 END) AS win_all,"
a168风控与客户分层评分体系_商业方案.qmd,14863,0,0,SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END) AS dec_all
a168风控与客户分层评分体系_商业方案.qmd,14863,1,1,SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END) AS dec_all
a168风控与客户分层评分体系_商业方案.qmd,14863,0,0,SUM(CASE WHEN game_pnl <> 0 THEN 1 ELSE 0 END) AS dec_all
a168风控与客户分层评分体系_商业方案.qmd,14873,0,0,"SUM(CASE WHEN p.game_pnl >  0 THEN 1 ELSE 0 END)  AS n_win,"
a168风控与客户分层评分体系_商业方案.qmd,14873,1,1,"SUM(CASE WHEN p.game_pnl >  0 THEN 1 ELSE 0 END)  AS n_win,"
a168风控与客户分层评分体系_商业方案.qmd,14873,0,0,"M(CASE WHEN p.game_pnl >  0 THEN 1 ELSE 0 END)  AS n_win,"
a168风控与客户分层评分体系_商业方案.qmd,14874,0,0,"SUM(CASE WHEN p.game_pnl <> 0 THEN 1 ELSE 0 END)  AS n_dec,"
a168风控与客户分层评分体系_商业方案.qmd,14874,1,1,"SUM(CASE WHEN p.game_pnl <> 0 THEN 1 ELSE 0 END)  AS n_dec,"
a168风控与客户分层评分体系_商业方案.qmd,14874,0,0,"M(CASE WHEN p.game_pnl <> 0 THEN 1 ELSE 0 END)  AS n_dec,"
a168风控与客户分层评分体系_商业方案.qmd,14885,1.0,1,"pd.n_win * 1.0 / NULLIF(pd.n_dec, 0)              AS wi"
a168风控与客户分层评分体系_商业方案.qmd,14885,0,0,"pd.n_win * 1.0 / NULLIF(pd.n_dec, 0)              AS win_rate,"
a168风控与客户分层评分体系_商业方案.qmd,14891,1,1,"LLIF(SQRT(pd.n_dec * pd.p_base_mix_w * (1 - pd.p_base_mix_w)), 0)  AS z_score_w,"
a168风控与客户分层评分体系_商业方案.qmd,14891,0,0,".p_base_mix_w * (1 - pd.p_base_mix_w)), 0)  AS z_score_w,"
a168风控与客户分层评分体系_商业方案.qmd,14893,1,1,"IF(SQRT(pd.n_dec * pd.p_base_mix_unw * (1 - pd.p_base_mix_unw)), 0) AS z_score_unw"
a168风控与客户分层评分体系_商业方案.qmd,14893,0,0,"ase_mix_unw * (1 - pd.p_base_mix_unw)), 0) AS z_score_unw,"
a168风控与客户分层评分体系_商业方案.qmd,14895,1,1,"LLIF(SQRT(pd.n_dec * pd.p_base_mix_w * (1 - pd.p_base_mix_w)), 0)  AS z_score,"
a168风控与客户分层评分体系_商业方案.qmd,14895,0,0,".p_base_mix_w * (1 - pd.p_base_mix_w)), 0)  AS z_score,"
a168风控与客户分层评分体系_商业方案.qmd,14898,1,1,"LLIF(SQRT(pd.n_dec * pd.p_base_mix_w * (1 - pd.p_base_mix_w)), 0)"
a168风控与客户分层评分体系_商业方案.qmd,14898,0,0,".p_base_mix_w * (1 - pd.p_base_mix_w)), 0)"
a168风控与客户分层评分体系_商业方案.qmd,14900,1,1,"IF(SQRT(pd.n_dec * pd.p_base_mix_unw * (1 - pd.p_base_mix_unw)), 0) AS delta_z,"
a168风控与客户分层评分体系_商业方案.qmd,14900,0,0,"ase_mix_unw * (1 - pd.p_base_mix_unw)), 0) AS delta_z,"
a168风控与客户分层评分体系_商业方案.qmd,14902,1.0,1,"pa.win_all * 1.0 / NULLIF(pa.dec_all, 0)          AS win_"
a168风控与客户分层评分体系_商业方案.qmd,14902,0,0,"pa.win_all * 1.0 / NULLIF(pa.dec_all, 0)          AS win_rate_all,"
a168风控与客户分层评分体系_商业方案.qmd,14903,1.0,1,(pa.win_all - pd.n_win) * 1.0
a168风控与客户分层评分体系_商业方案.qmd,14904,0,0,"/ NULLIF(pa.dec_all - pd.n_dec, 0)              AS win_rate_other,"
a168风控与客户分层评分体系_商业方案.qmd,14905,1,1,CASE WHEN pd.is_sentinel_dealer = 1        THEN 'SENTINEL_DEALER'
a168风控与客户分层评分体系_商业方案.qmd,14907,0,0,WHEN pd.n_dec = 0                     THEN 'NO_DECISIVE_ROUND'
a168风控与客户分层评分体系_商业方案.qmd,14908,30,30,WHEN pd.n_rounds_eff < 30             THEN 'INSUFFICIENT_N'
a168风控与客户分层评分体系_商业方案.qmd,14910,30,30,"30                                         AS eligibility_min_n,"
a168风控与客户分层评分体系_商业方案.qmd,14911,30,30,"'n_rounds_eff >= 30 且基准非空且非哨兵'      AS eligibility_rule,"
a168风控与客户分层评分体系_商业方案.qmd,14913,08,8,'v2026-08-11'                              AS fil
a168风控与客户分层评分体系_商业方案.qmd,14913,11,11,'v2026-08-11'                              AS filter
a168风控与客户分层评分体系_商业方案.qmd,14915,2026,2026,'2026-03-21..2026-08-06'                   AS
