表,指标栏,零点,形态,可建阶梯,说明,族
QSB_02b2_lowcard_five_gates.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02b2_lowcard_five_gates.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
QSB_02b2_lowcard_five_gates.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
QSB_02c_push_by_family.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
QSB_02c_push_by_family.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
QSB_02c_push_by_family.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
QSB_02c_push_by_family.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
QSB_02c_push_by_family.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
QSB_02c_push_by_family.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
QSB_02c_push_by_family.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
QSB_02c_push_by_family.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R_rebate_dist.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
R_rebate_dist.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R_rebate_dist.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R_rebate_dist.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R_rebate_dist.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R_rebate_dist.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R_rebate_dist.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
R_rebate_dist.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R01_late_shoe.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R01_late_shoe.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R01_late_shoe.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R01_late_shoe_w2.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R01_late_shoe_w2.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01_late_shoe_w2.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe_w2.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe_w2.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01_late_shoe_w2.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01_late_shoe_w2.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R01_late_shoe_w2.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R01anm_shoe_anomaly.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R01anm_shoe_anomaly.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01anm_shoe_anomaly.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01anm_shoe_anomaly.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01anm_shoe_anomaly.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01anm_shoe_anomaly.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01anm_shoe_anomaly.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R01anm_shoe_anomaly.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R01chk_shoe_len_by_table.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R01chk_shoe_len_by_table.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R01chk_shoe_len_by_table.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01chk_shoe_len_by_table.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01chk_shoe_len_by_table.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R01chk_shoe_len_by_table.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R01chk_shoe_len_by_table.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R01chk_shoe_len_by_table.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R01inv_shoe_len_census.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
R01inv_shoe_len_census.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
R01inv_shoe_len_census.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R01inv_shoe_len_census.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R01inv_shoe_len_census.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
R01inv_shoe_len_census.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
R01inv_shoe_len_census.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
R01inv_shoe_len_census.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R02_same_table.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R02_same_table.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R02_same_table.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R02_same_table.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R02_same_table.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R02_same_table.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R02_same_table.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R02_same_table.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R03_player_dealer.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R03_player_dealer.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03_player_dealer.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03_player_dealer.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03_player_dealer.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03_player_dealer.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03_player_dealer.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R03_player_dealer.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R03b_player_dealer_daily_b1_to_b8.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
R03b_player_dealer_daily_b1_to_b8.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03b_player_dealer_daily_b1_to_b8.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03b_player_dealer_daily_b1_to_b8.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
R03b_player_dealer_daily_b1_to_b8.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
R03b_player_dealer_daily_b1_to_b8.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
R03b_player_dealer_daily_b1_to_b8.csv,economic_value,,全 NA,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
R03chk_settlement_form.csv,roi,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,ROI
R03chk_settlement_form.csv,net_margin_bet23_formal_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_bet23_formal_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_lv1_bet23_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_lv1_bet23_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_chain_additive_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_chain_nested_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_chain_additive_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,net_margin_chain_nested_rate_canonical,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,NetMargin
R03chk_settlement_form.csv,profit,0,全 NA,✗,⛔ 全 NA：NULL ≠ 0，不得填零充数,盈亏
