源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,mid,gid,場次,子場次,桌號,IP,登入時間,下注金額,下注內容,目前額度,user_agent,連續未下注次數,来源库,来源表,ODS表名,同步时间
2b270cfa86b7f7ee97cd2d152cdc006c,2026-06-08,151114107,101,114669110,17,7,113.185.82.71,2026-06-08T07:10:40Z,150,Banker: 150,151.05,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/388.0.811331708 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-08T07:11:49Z
710c3793ed54518cb68c765a2b9ef7e5,2026-06-08,151140352,101,1256329,47,907,58.10.241.30,2026-06-08T06:51:18Z,900,Banker: 900,508.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",0,a168,realtimebet,ods_a168_realtimebet,2026-06-08T07:11:49Z
72426683ab91057e09f77a310b3e5edf,2026-06-06,151052034,101,114666928,27,2,103.70.68.110,2026-06-06T07:06:52Z,100,Banker: 100,296.07,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-06T07:08:34Z
99d80ea567048c823d4029e8e670a005,2026-06-06,151051730,104,114666887,73,1,103.156.165.89,2026-06-06T06:53:06Z,40,Big: 40,452.28,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-06T07:08:34Z
de95a856ccab77b008f09736b47df061,2026-06-06,151048178,105,114666888,32,31,117.182.184.4,2026-06-06T07:06:01Z,15,Player3Equal: 15,0,"Mozilla/5.0 (Linux; Android 12; BRE-AL80a Build/HUAWEIBRE-AL80a; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-06-06T07:08:34Z
ec45dacdbd2c9bad13622cf65e7b4ab2,2026-06-06,151044232,101,1254591,8,912,133.106.48.149,2026-06-06T07:02:39Z,1000,Banker: 1000,1151.6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-06T07:08:34Z
2eda430b07ce90eaf8f9cf64c09cbe39,2026-06-18,151673035,101,1264988,39,902,184.22.108.48,2026-06-18T07:08:02Z,0,"",0.0056,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",2,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
58673ed73d3eda8b5f64a6ff567fc00c,2026-06-18,151673003,101,114679783,25,115,119.13.63.164,2026-06-18T07:09:10Z,0,"",0.005,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
59d9dcc61acd840cd1513ac3df5dcc86,2026-06-18,151672865,108,114679741,72,5,171.244.120.30,2026-06-18T07:00:23Z,0,"",150.65,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
719529f832320204bca8c1951ab0aa0b,2026-06-18,151672880,108,114679746,67,2,27.68.105.7,2026-06-18T07:09:58Z,0,"",444.86,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
e19ba01e6bafeb2f355bf438d6cf5795,2026-06-18,151693492,108,114680865,71,2,110.90.162.44,2026-06-18T20:01:55Z,30,Big: 30,357.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,a168,realtimebet,ods_a168_realtimebet,2026-06-19T07:15:13Z
2429439dd5f52976b5c610cadf5394e9,2026-06-18,151671891,101,114679793,3,2,58.186.112.175,2026-06-18T07:09:07Z,0,"",83000,"Mozilla/5.0 (Linux; U; Android 10; vi-vn; CPH1825 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.5970.168 Mobile Safari/537.36 HeyTapBrowser/45.14.3.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
29aac4cfd897c2db8b46c802a90eea9d,2026-06-18,151672926,101,114679787,22,1,223.24.187.104,2026-06-18T07:02:33Z,130,Banker: 100;BPair: 10;PPair: 10;Super6: 10,20.2,"Mozilla/5.0 (Linux; Android 15; V2332 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36 Line/26.5.0/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
56718569a0d4bf80464dbb6cd427a9fd,2026-06-18,151672086,101,114679787,22,1,103.214.251.10,2026-06-18T06:52:20Z,0,"",75.05,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
591c033fcc12a07b613c80c026779926,2026-06-18,151673012,101,114679778,48,3,42.118.228.166,2026-06-18T07:06:51Z,82,Banker: 82,0.62,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-18T07:10:05Z
2b3777ba77b1c798b916e5cf1c181d96,2026-07-13,152925393,101,114707854,15,2,118.71.65.74,2026-07-13T07:05:39Z,0,"",68,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-13T07:14:35Z
950d285675f09067181a33f046f94db0,2026-07-13,152924702,101,114707849,22,33,117.150.88.23,2026-07-13T06:27:05Z,20,Banker: 20,3962.75,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",0,a168,realtimebet,ods_a168_realtimebet,2026-07-13T07:14:35Z
a19bb29552e78e7ec8f2c3e254813bb8,2026-07-13,152924824,101,114707849,21,33,49.48.225.174,2026-07-13T06:33:30Z,0,"",607.8203,"Mozilla/5.0 (Linux; Android 14; V2344 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/149.0.7827.159 Mobile Safari/537.36 Line/26.10.0/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-07-13T07:14:35Z
d1e8be1bc342b1a76508ea1e166169fe,2026-07-13,152925499,101,114707847,24,112,203.145.95.9,2026-07-13T07:11:26Z,11,Player: 11,0.07,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-13T07:14:35Z
216f2a6b210c38b6641e2c3605fb2a98,2026-06-29,152217481,107,114691977,37,1,14.229.97.179,2026-06-29T07:11:15Z,0,"",300,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-29T07:12:50Z
e233f5682c5a8648be6a61c9e3ec9083,2026-06-29,152217381,103,114691975,45,1,113.172.40.62,2026-06-29T07:06:24Z,60,Dozen1_12: 20;Dozen13_24: 20;Dozen25_36: 20,40.2,"Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/605.1.15 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-06-29T07:12:50Z
1319ff2abb71b2b3972a0cf4e7ff074b,2026-06-11,151229541,101,1258875,45,903,104.28.166.48,2026-06-11T07:01:59Z,2000,Player: 2000,10154,"Mozilla/5.0 (Linux; Android 15; 24115RA8EG Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.215 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-11T07:11:10Z
002ab760f2ed328a094784077e9b6166,2026-05-19,142024070,101,114647350,21,32,116.98.243.30,2026-05-19T17:29:54Z,0,"",1253.65,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.8 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
05054eb3b5e294ed2d9dd62da7d968c0,2026-05-19,135755675,101,114647354,18,33,117.136.90.97,2026-05-19T18:47:44Z,200,Banker: 200,800.17,"Mozilla/5.0 (Linux; Android 12; NOH-AN01 Build/HUAWEINOH-AN01; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36 h5Platform=android",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
0cf25c4462168053e9f1878c6a10847e,2026-05-19,31001704,101,114647349,35,3,113.211.141.189,2026-05-19T18:34:36Z,0,"",344.11,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
0e70042b002fcd2b31a64b314b633335,2026-05-19,3163098,107,114647327,25,1,114.45.24.230,2026-05-19T16:58:56Z,0,"",65800,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
0f15a94f42bfc280bb350ef1fb69c7cb,2026-05-19,139483630,108,114647323,50,1,171.225.249.70,2026-05-19T18:32:24Z,0,"",20892.82,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
14f1004d6f781e9c9afde2ac91ff2674,2026-05-19,149061427,101,1240045,31,906,182.232.84.118,2026-05-19T18:43:44Z,0,"",100.99,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
15aa419197425548a61f0ea10448edec,2026-05-19,149511843,101,1240050,26,902,115.178.239.231,2026-05-19T17:35:01Z,0,"",1506,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
193a9241344352511462cdffc8213bde,2026-05-19,100041449,101,114647347,29,113,113.23.104.116,2026-05-19T18:46:15Z,0,"",175.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
204b1beb245f7aa216bd7e92bfc220b5,2026-05-19,150251087,101,114647342,49,5,14.212.21.194,2026-05-19T18:35:55Z,360,Banker: 360,5347.5,"Mozilla/5.0 (Linux; Android 8.1.0; vivo X20A Build/OPM1.171019.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/29.1.1.0",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
21707ce8a29feab2cb47d9037a310c4c,2026-05-19,119978329,101,114647342,48,5,149.22.87.55,2026-05-19T18:35:50Z,0,"",0.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0",4,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
222dec267a166de30e4adb2efafb0135,2026-05-19,145598720,101,114647344,30,116,175.100.59.129,2026-05-19T18:46:42Z,0,"",1580.95,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
24c14816212153f99ce15165b83f4dd2,2026-05-19,133277558,104,114647325,56,1,59.153.251.57,2026-05-19T18:31:45Z,0,"",234.34,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.5 Mobile/15E148 Safari/604.1",4,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
24dd3ab169ba90155b8bdbbec24a7179,2026-05-19,147958061,101,114647338,45,115,113.178.183.118,2026-05-19T18:40:08Z,0,"",1176.97,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/148.0.7778.166 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
25c99447cd5718ec1c7c7e91267f4a1f,2026-05-19,148694253,107,114647327,25,1,171.251.68.46,2026-05-19T18:36:40Z,0,"",563.21,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
2a2123e57cb46b328378259e8231cdb4,2026-05-19,137061147,101,114647336,47,31,49.237.179.211,2026-05-19T18:39:50Z,0,"",420.39,"Mozilla/5.0 (Linux; Android 16; SM-A066B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36 Line/26.6.2/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
2b9475ba4eb28e2fa266001a94a92409,2026-05-19,116709258,101,114647349,35,3,172.56.194.219,2026-05-19T18:22:51Z,0,"",160.772,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3.1 Mobile/23D8133 Safari/604.1",6,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
2cef0e06f06b7eee1cdc830805489ee5,2026-05-19,112858640,101,1240064,7,905,115.164.80.46,2026-05-19T17:40:39Z,47,Banker: 47,900.64,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
2d7ee02de79a874a505a293027f779bd,2026-05-19,131028559,101,114647347,29,113,123.19.228.143,2026-05-19T18:46:32Z,0,"",0.31,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",2,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
32b9bf25be32728f2c8f96d1be04a9f6,2026-05-19,148389916,108,114647329,49,5,113.190.113.99,2026-05-19T18:48:10Z,0,"",493.12,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/148.0.7778.166 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
350f9049d21084b8ca0bc21993546fa2,2026-05-19,130123303,101,114647313,45,37,49.230.243.62,2026-05-19T18:39:26Z,336,Banker: 336,1100.6439,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
3b8f9af6155a294124195bfef099cbc1,2026-05-19,97436657,101,114647343,40,6,103.199.70.229,2026-05-19T18:42:27Z,110,Banker: 90;Tie: 20,400.83,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
3e63d466027d5ccbc41c634eac02786a,2026-05-19,150019050,108,114647323,51,1,117.1.130.217,2026-05-19T18:45:03Z,0,"",392.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.8 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
3ed786add52c0c53673d1429f664260d,2026-05-19,144096714,101,114647343,40,6,1.47.149.193,2026-05-19T18:39:16Z,60,Player: 50;Tie: 10,1442.04,"Mozilla/5.0 (Linux; Android 13; V2254 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 Line/26.5.0/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
3f657c3b69095c6ea0bf825ce58777d7,2026-05-19,110249610,101,114647350,22,32,180.190.51.77,2026-05-19T18:26:53Z,300,Player: 300,7268.14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
41d28ec7cc271af59c83bc529daba56a,2026-05-19,108928130,101,114647349,36,3,49.237.168.60,2026-05-19T18:40:11Z,40,Player: 40,36.34,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
44dec8153ab3782ba91a597381fd60f0,2026-05-19,136886708,102,114647348,35,1,106.76.93.102,2026-05-19T18:48:12Z,0,"",1202.3792,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
4ea00d22d9edd3870f70c3489a5e8d5d,2026-05-19,117567050,101,1240055,21,901,14.191.171.55,2026-05-19T16:38:26Z,0,"",312.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
51e501e7f24470c59dfb9cb70594555a,2026-05-19,148173499,104,114647325,56,1,39.168.201.16,2026-05-19T18:17:05Z,0,"",0.12,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",21,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
56d995beaef12f38cc6d30f778543738,2026-05-19,147776404,107,114647327,25,1,171.107.246.11,2026-05-19T18:40:22Z,0,"",0,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",5,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
58833188000a2dfece1e35175602b307,2026-05-19,142112716,101,114647354,18,33,14.191.169.196,2026-05-19T18:47:08Z,200,Banker: 200,2184.05,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
5e77b5797ae63a8040f5eade7cf8f718,2026-05-19,125027183,108,114647329,48,5,113.185.55.24,2026-05-19T18:47:54Z,0,"",2024.7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
60e7e9ca3fbdc9acaa3696b552fcd743,2026-05-19,144293227,101,114647349,36,3,49.229.221.219,2026-05-19T18:45:57Z,90,Banker: 90,105.5924,"Mozilla/5.0 (Linux; Android 14; SM-A057F Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 Line/14.12.2/IAB",1,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
61007055c23842b7f3f8e369627b9b25,2026-05-19,30686030,101,114647338,46,115,42.78.221.33,2026-05-19T18:46:15Z,2200,Player: 1500;BPair: 200;PPair: 200;Super6: 100;Lucky7: 100;SuperLucky7: 100,27000,"Mozilla/5.0 (Linux; Android 15; RMX3741 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 Line/26.6.2/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
635188e93d8d2ae50c0fa90c48396a08,2026-05-19,62863393,103,114647328,32,1,184.22.110.219,2026-05-19T18:48:13Z,0,"",90.94,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
6628db5ef4967daa6e4de95cbeb970e1,2026-05-19,100838954,101,114647313,45,37,27.65.21.245,2026-05-19T17:57:29Z,50,Banker: 50,3605.32,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
677657d86be2e72d8846ec94adbc8687,2026-05-19,149628688,108,114647323,50,1,27.67.42.254,2026-05-19T18:42:45Z,0,"",747.75,"Mozilla/5.0 (Linux; Android 15; 25078PC3EG Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
6f18fcb6ec1371ab3d7bb2b5998084e8,2026-05-19,146517214,101,114647347,29,113,49.230.57.121,2026-05-19T18:40:49Z,600,Player: 400;Tie: 50;BPair: 50;PPair: 50;Lucky7: 50,607.345,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
70866786928dea7faf4f6902149ed43e,2026-05-19,149811327,108,114647323,51,1,116.98.243.97,2026-05-19T18:21:31Z,0,"",393.16,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.5 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
72977c218842492b5cfbf23a3de8c27a,2026-05-19,95296595,101,114647313,45,37,182.3.169.81,2026-05-19T18:40:29Z,150,Player: 150,1633.25,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
758f90a2cbbaf7e48dffe21c5ead3ec4,2026-05-19,118620905,101,114647354,18,33,42.114.84.58,2026-05-19T18:24:38Z,571,Banker: 291;Player: 150;Tie: 20;BPair: 20;PPair: 20;Super6: 30;Lucky7: 30;SuperLucky7: 10,236.4587,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
7706bcd9981169279f167ca9db07a428,2026-05-19,116066862,107,114647327,25,1,184.22.222.65,2026-05-19T17:46:29Z,0,"",24323,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
77842c51e4efb9c2a3cb893b0dc9466c,2026-05-19,70738619,101,1240042,39,910,14.233.174.131,2026-05-19T18:30:45Z,220,Player: 120;Tie: 20;BPair: 15;PPair: 15;Super6: 10;PerfectPair: 20;Lucky7: 10;SuperLucky7: 10,811.1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
7791f0c590cf50a684d9e292666097be,2026-05-19,94283855,107,114647327,25,1,121.8.63.106,2026-05-19T17:19:34Z,0,"",1265.28,"Mozilla/5.0 (Linux; Android 12; HarmonyOS; BMH-AN20; HMSCore 6.15.6.312) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.5735.196 HuaweiBrowser/17.0.4.303 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
78a3d8e2b2a91b3df920bcb497be50ac,2026-05-19,147959906,101,114647313,45,37,12.74.53.33,2026-05-19T18:39:37Z,50,Player: 30;PPair: 10;Lucky7: 10,118.925,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
79ffeb560a762a64fe46b0ab3792c117,2026-05-19,135992942,104,114647325,56,1,113.180.31.232,2026-05-19T18:25:56Z,0,"",4900.04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
7d97ab5f6763d4acc41db75695f874b7,2026-05-19,116464224,108,114647329,49,5,115.72.217.231,2026-05-19T18:40:55Z,0,"",3301.77,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-19T18:48:15Z
