resultwalletid,betwalletid,出现次数
-1,"2705241035,",2
-1,"2705242276,",2
-1,"2705243360,",2
2705092816,"2705092569,",2
-1,"2704714541,",2
2705107182,"2705106357,",2
-1,"2705111674,",2
2705113226,"2705112665,",2
-1,"2705116772,",2
-1,"2705093430,",2
2705093852,"2705093674,",2
-1,"2704979555,",2
2705249237,"2705248972,",2
-1,"2704973846,2704973896,",2
-1,"2704973193,",2
2704711482,"2704711224,",2
-1,"2705262060,",2
-1,"2705271316,",2
2705273683,"2705273521,",2
-1,"2704969981,",2
-1,"2705051909,",2
-1,"2704709329,",2
-1,"2705286172,",2
-1,"2705294898,",2
2705096101,"2705095977,",2
-1,"2705295213,",2
2705302074,"2705301748,",2
-1,"2704706360,",2
-1,"2705305941,",2
-1,"2705046339,",2
-1,"2705196461,",2
-1,"2705197542,",2
-1,"2705043692,",2
-1,"2705202816,",2
2705212903,"2705212764,",2
2704703165,"2704703038,",2
-1,"2704702905,",2
-1,"2705213132,",2
-1,"2705217921,2705217996,",2
-1,"2705220804,",2
-1,"2705229789,",2
-1,"2705233352,",2
-1,"2705118893,",2
2705245150,"2705244827,",2
-1,"2705247976,",2
2704700025,"2704699872,",2
-1,"2705039577,",2
-1,"2704698342,",2
-1,"2705281643,",2
-1,"2705285030,",2
-1,"2705037077,",2
-1,"2705286042,",2
2705036546,"2705036392,",2
-1,"2705036076,2705036187,",2
-1,"2705287331,",2
-1,"2705017744,",2
-1,"2705291312,",2
-1,"2705013050,",2
-1,"2705010915,",2
-1,"2705125112,",2
-1,"2704696821,",2
2705299440,"2705299282,",2
-1,"2705010311,",2
-1,"2705354347,",2
-1,"2705355387,",2
2704635714,"2704635049,2704635108,",2
2705007102,"2705006861,",2
-1,"2704637506,2704637733,",2
2704607929,"2704607745,",2
-1,"2705003810,",2
-1,"2705003569,",2
-1,"2704608773,",2
-1,"2704609983,",2
-1,"2704613026,",2
-1,"2705002527,",2
-1,"2704690524,",2
-1,"2704618811,",2
-1,"2704619710,",2
-1,"2704622314,",2
-1,"2704624746,",2
-1,"2704687950,",2
-1,"2704627901,",2
-1,"2704984544,",2
-1,"2704635069,",2
-1,"2704715710,",2
2704686843,"2704686580,2704686609,",2
-1,"2704716244,",2
-1,"2704717081,",2
-1,"2705134926,",2
-1,"2704724941,",2
-1,"2704726869,",2
-1,"2705135599,",2
2705136024,"2705135910,",2
-1,"2704660462,",2
2704974888,"2704973912,",2
-1,"2704684991,",2
2704662035,"2704661935,",2
-1,"2704678390,",2
-1,"2704972233,",2
-1,"2704678654,",2
2704971834,"2704971490,",2
-1,"2704680212,",2
2704686006,"2704685588,",2
-1,"2704689036,",2
2704775589,"2704775157,2704775233,",2
2704970449,"2704970119,",2
-1,"2704778916,",2
-1,"2704968960,",2
-1,"2704968160,",2
-1,"2704683004,",2
-1,"2704785199,",2
-1,"2704948847,",2
-1,"2704946740,",2
2704785546,"2704785437,",2
2704945468,"2704945158,",2
-1,"2704680771,",2
-1,"2704786246,",2
-1,"2704680482,",2
-1,"2704786513,",2
-1,"2704941951,",2
-1,"2704714368,",2
-1,"2704937481,",2
-1,"2704723297,",2
-1,"2704808889,",2
2704678991,"2704678210,",2
-1,"2704809396,",2
2704677850,"2704677097,",2
-1,"2705149879,",2
-1,"2704930525,2704930556,",2
-1,"2704812620,",2
-1,"2704812688,",2
-1,"2704919618,",2
2704815164,"2704814933,",2
-1,"2704817760,",2
-1,"2704916570,",2
-1,"2704913269,2704913460,",2
-1,"2704911021,",2
-1,"2705155915,",2
-1,"2704908669,",2
-1,"2704907586,",2
2704676715,"2704675999,",2
-1,"2704824461,",2
-1,"2704675397,",2
-1,"2704826417,",2
-1,"2704900179,",2
2704828194,"2704827682,",2
-1,"2704674617,2704674711,",2
-1,"2704828080,",2
-1,"2704834859,",2
-1,"2704836735,",2
-1,"2704897908,",2
-1,"2705161899,",2
-1,"2704838577,",2
2704896512,"2704896348,",2
-1,"2704895765,",2
2704862824,"2704862733,",2
-1,"2704863646,",2
-1,"2704865891,",2
-1,"2704891963,",2
-1,"2704889555,2704889583,",2
-1,"2705165277,",2
-1,"2704872059,",2
-1,"2704886609,",2
-1,"2704877761,",2
-1,"2704889140,2704889181,",2
-1,"2704666540,",2
2704883231,"2704882951,",2
-1,"2704882762,",2
2704882655,"2704881988,",2
2704877632,"2704877090,",2
2704665415,"2704665023,",2
-1,"2704805968,",2
2705170800,"2705170461,",2
-1,"2704807886,",2
-1,"2704664422,",2
-1,"2705171226,",2
-1,"2704871702,2704871717,",2
2704816383,"2704815944,",2
-1,"2704829531,",2
-1,"2704663111,",2
-1,"2704867753,",2
2704866609,"2704866343,2704866371,",2
-1,"2704662662,",2
2704662265,"2704661996,",2
-1,"2704863861,",2
-1,"2705173964,",2
-1,"2704863747,",2
-1,"2704862855,",2
2704960567,"2704959937,",2
-1,"2704875348,",2
-1,"2704889663,",2
-1,"2704860738,",2
-1,"2704890548,",2
-1,"2704855736,",2
-1,"2705178603,",2
2704855714,"2704854729,",2
-1,"2704854688,",2
-1,"2704895113,",2
-1,"2704660587,",2
-1,"2704897029,",2
2704900196,"2704899832,",2
-1,"2704904541,",2
-1,"2704906328,",2
-1,"2704909512,",2
-1,"2704917197,",2
2704845878,"2704845614,",2
2704845800,"2704845315,",2
-1,"2704839692,",2
2704920574,"2704920257,",2
-1,"2704837677,",2
-1,"2704921270,",2
2704836185,"2704835997,",2
-1,"2704833663,",2
2705192499,"2705191969,",2
-1,"2704930058,",2
-1,"2705025884,",2
2704832331,"2704831755,",2
-1,"2704830833,",2
-1,"2705029746,",2
-1,"2705194637,",2
-1,"2705032584,2705032873,",2
-1,"2704825873,",2
-1,"2704824945,",2
2704974910,"2704974011,",2
2704634778,"2704634162,",2
-1,"2704974638,",2
-1,"2704817183,",2
-1,"2704814727,2704814753,",2
2705197627,"2705197536,",2
-1,"2704980660,2704980798,",2
-1,"2704812349,",2
-1,"2704984396,",2
-1,"2704811197,",2
2705145849,"2705145450,",2
-1,"2704802483,",2
-1,"2705146060,",2
-1,"2704800897,",2
-1,"2705163229,",2
-1,"2705165109,",2
-1,"2705200273,",2
-1,"2704631382,",2
-1,"2704796984,",2
-1,"2705022132,",2
-1,"2704793289,",2
-1,"2704791602,",2
-1,"2705022809,",2
-1,"2704629228,",2
-1,"2704628855,",2
-1,"2705024162,",2
-1,"2705024630,",2
-1,"2705027120,",2
-1,"2705203148,",2
-1,"2705203587,",2
-1,"2704772977,",2
2704772951,"2704772679,",2
-1,"2705028736,",2
-1,"2704764962,",2
-1,"2704758557,",2
2704756291,"2704755469,",2
-1,"2704753745,",2
-1,"2704752599,",2
-1,"2704748936,",2
-1,"2704746966,",2
-1,"2704744945,",2
-1,"2704627732,",2
-1,"2704741827,",2
-1,"2704739185,",2
-1,"2705031159,",2
-1,"2705033641,",2
2705034664,"2705034449,",2
-1,"2705197622,",2
-1,"2704726721,2704726860,",2
2705198543,"2705198475,",2
-1,"2704722479,",2
-1,"2705201706,",2
-1,"2705214240,",2
-1,"2705211994,",2
-1,"2705215026,",2
-1,"2704722388,",2
2705215172,"2705215091,",2
-1,"2705216304,",2
-1,"2704625844,",2
2704722526,"2704722329,",2
2704624991,"2704624780,",2
-1,"2705225765,",2
-1,"2705227528,",2
2704719575,"2704718860,",2
-1,"2704716894,",2
-1,"2705218494,",2
-1,"2705228196,",2
-1,"2704715534,",2
-1,"2705219117,",2
-1,"2705231462,",2
-1,"2704714983,",2
-1,"2704714533,",2
-1,"2705072183,",2
2704713869,"2704713619,",2
-1,"2705076307,",2
-1,"2705077478,",2
-1,"2704711188,",2
-1,"2704710655,",2
-1,"2705078049,",2
-1,"2704708675,",2
-1,"2705078567,",2
2704707664,"2704706962,2704707035,",2
-1,"2705081716,",2
-1,"2705092499,",2
-1,"2704704508,",2
-1,"2704701601,",2
-1,"2705225974,2705226040,",2
-1,"2704701505,",2
-1,"2705095069,2705095120,",2
2704618345,"2704617973,",2
-1,"2704698196,",2
2704618060,"2704617902,",2
2704693294,"2704692712,",2
-1,"2704691780,",2
-1,"2705229550,",2
-1,"2704689741,",2
-1,"2705230032,",2
-1,"2705231079,",2
-1,"2704689108,",2
-1,"2705096503,",2
-1,"2705120669,",2
-1,"2704686895,",2
-1,"2704686059,",2
-1,"2704685152,",2
2705151884,"2705151726,",2
-1,"2705232696,",2
-1,"2704682450,",2
-1,"2704680915,",2
-1,"2704680255,",2
-1,"2705233585,",2
-1,"2705159575,",2
-1,"2705160253,",2
-1,"2704677238,",2
-1,"2704675811,",2
-1,"2704675527,",2
-1,"2705235853,",2
-1,"2704674109,",2
-1,"2704673761,",2
-1,"2705238031,",2
2704672975,"2704672125,",2
-1,"2704669807,",2
-1,"2704669279,",2
-1,"2705239996,",2
-1,"2704667763,",2
-1,"2704667587,",2
-1,"2704666309,",2
-1,"2704614384,",2
2704614505,"2704614341,",2
-1,"2704660421,",2
-1,"2705241782,",2
-1,"2704660339,",2
-1,"2704658965,",2
2705163697,"2705163559,",2
-1,"2704613881,",2
-1,"2704613045,",2
-1,"2704654447,",2
-1,"2705173508,2705173526,",2
-1,"2705177303,",2
-1,"2705190552,",2
-1,"2704650512,",2
-1,"2704646670,",2
-1,"2704645099,",2
2705191109,"2705191013,",2
-1,"2705320253,",2
-1,"2704609586,",2
-1,"2704655114,2704655144,",2
-1,"2704608896,",2
2704608758,"2704608573,",2
-1,"2705320691,",2
-1,"2705324589,",2
-1,"2704607956,",2
-1,"2705331451,",2
-1,"2705332844,",2
-1,"2705336618,",2
2705338991,"2705338698,",2
-1,"2705339052,",2
-1,"2704605737,2704605804,",2
-1,"2704645678,",2
-1,"2705341570,",2
2704604569,"2704604297,",2
2705353564,"2705353206,",2
-1,"2705104545,",2
-1,"2704641796,",2
-1,"2705301214,2705301338,",2
2705175709,"2705175513,2705175554,",2
-1,"2705311706,",2
-1,"2705316822,",2
-1,"2705175963,",2
-1,"2705317346,",2
-1,"2705331532,",2
-1,"2705335017,",2
-1,"2704600170,",2
-1,"2705337824,",2
2704614942,"2704614679,",2
-1,"2704775917,",2
-1,"2704631370,",2
-1,"2704779447,",2
2704617725,"2704617419,",2
-1,"2704597037,2704597047,",2
-1,"2704615342,",2
2704615318,"2704615116,",2
-1,"2704614821,",2
-1,"2704596831,",2
-1,"2704785981,",2
-1,"2704609674,",2
-1,"2704606109,",2
-1,"2704605803,",2
-1,"2704796345,",2
2704881940,"2704881622,",2
2704883385,"2704883011,2704883110,",2
-1,"2704885580,",2
2705084853,"2705084194,",2
-1,"2705361352,",2
-1,"2705190949,",2
-1,"2705361137,",2
-1,"2705093630,",2
-1,"2705357172,",2
-1,"2705356389,",2
-1,"2705094381,",2
-1,"2705352319,",2
-1,"2705351437,",2
-1,"2705215960,",2
-1,"2704592448,",2
-1,"2705349162,",2
-1,"2705177660,2705177706,",2
-1,"2705178752,",2
2705113945,"2705113724,",2
-1,"2705345600,",2
-1,"2705218708,",2
-1,"2705345057,",2
-1,"2705344940,",2
-1,"2705341641,",2
-1,"2704590208,",2
-1,"2705228812,",2
-1,"2705281950,",2
-1,"2704652189,",2
-1,"2705334544,",2
-1,"2705334080,",2
2704589558,"2704589417,",2
-1,"2705225361,",2
-1,"2705327801,",2
-1,"2704654858,",2
-1,"2704701291,",2
-1,"2705226215,",2
2704712973,"2704712792,",2
-1,"2705325555,2705325633,",2
-1,"2704718526,",2
-1,"2704727515,",2
2705316899,"2705316589,",2
-1,"2704585836,",2
-1,"2704764973,",2
-1,"2705230124,",2
-1,"2705230185,",2
-1,"2704760976,",2
-1,"2705311482,",2
2704603149,"2704602900,",2
2705310978,"2705310837,",2
2705309795,"2705309615,",2
-1,"2704808894,",2
2705233319,"2705233154,",2
-1,"2704865612,",2
-1,"2704868977,",2
-1,"2705234505,2705234564,",2
-1,"2705301644,",2
-1,"2704869126,",2
-1,"2704831813,",2
-1,"2705099185,",2
-1,"2705099204,",2
-1,"2705299089,",2
-1,"2705298439,",2
2704922374,"2704922180,",2
2704599523,"2704599371,",2
-1,"2705294320,",2
-1,"2705004002,",2
-1,"2705101387,",2
-1,"2705101648,",2
-1,"2705019080,2705019160,",2
2704977535,"2704977322,",2
-1,"2704598183,",2
-1,"2705103975,",2
-1,"2704598121,",2
-1,"2705290600,",2
-1,"2705053038,2705053070,",2
-1,"2705289614,",2
-1,"2705287316,",2
2705074399,"2705073934,",2
-1,"2705286324,",2
2705083129,"2705082828,",2
-1,"2705106613,",2
-1,"2705281420,",2
-1,"2705036160,",2
2705044665,"2705044372,",2
2705108666,"2705108055,",2
2705048195,"2705047812,",2
-1,"2705280599,",2
-1,"2705179314,",2
-1,"2705278784,",2
-1,"2705200649,",2
-1,"2705275690,2705275781,",2
2705202317,"2705202039,",2
-1,"2705272850,",2
-1,"2705112241,",2
-1,"2705209904,",2
-1,"2705217171,",2
-1,"2705266236,",2
-1,"2705113329,",2
-1,"2705259108,",2
-1,"2705259865,2705259911,",2
-1,"2705252209,",2
-1,"2705258970,",2
-1,"2704590404,",2
-1,"2705254907,",2
2705257868,"2705257715,",2
2705260278,"2705260051,",2
-1,"2705255359,",2
-1,"2705254379,",2
-1,"2704618352,",2
2704620060,"2704619829,",2
-1,"2704706004,",2
-1,"2705118696,",2
-1,"2705084012,",2
2704921105,"2704920299,",2
-1,"2705115751,",2
-1,"2704877726,",2
2704877321,"2704876980,",2
-1,"2704875508,",2
-1,"2704875378,",2
2704872976,"2704872525,",2
-1,"2704879692,",2
-1,"2704875554,",2
-1,"2704885620,",2
-1,"2705062881,",2
-1,"2705055512,",2
2704889438,"2704889225,",2
-1,"2704869101,",2
2705054935,"2705054718,",2
-1,"2704868329,",2
2704867762,"2704867570,",2
-1,"2705122415,",2
-1,"2705045548,",2
-1,"2705045026,",2
-1,"2704878520,",2
-1,"2705125787,",2
2705044022,"2705043922,",2
-1,"2705126862,",2
2705127947,"2705127842,",2
-1,"2705131536,",2
2705039919,"2705039660,",2
2705039681,"2705039478,",2
-1,"2705132989,",2
-1,"2705036074,",2
-1,"2705135952,",2
-1,"2705136747,",2
-1,"2704852892,",2
-1,"2705138530,",2
-1,"2704863725,",2
2704808514,"2704808283,",2
2704807744,"2704807489,",2
2704806931,"2704806378,",2
-1,"2704883668,",2
-1,"2705000156,",2
-1,"2705139890,",2
2704932439,"2704931975,",2
-1,"2704944813,",2
2704885921,"2704885582,",2
-1,"2704998413,",2
-1,"2704949611,",2
-1,"2704995514,",2
-1,"2704960934,",2
2704962409,"2704961983,",2
2704990109,"2704989914,",2
-1,"2704965887,",2
-1,"2704989384,",2
-1,"2704967995,",2
-1,"2704888852,",2
2704986760,"2704986391,",2
-1,"2704969006,",2
-1,"2704857932,",2
2704967619,"2704967240,",2
-1,"2704978231,",2
-1,"2704892233,2704892424,",2
2704965838,"2704965318,",2
-1,"2704979459,",2
-1,"2704984398,",2
-1,"2704958749,",2
-1,"2704987615,",2
-1,"2704956027,",2
-1,"2704956008,",2
-1,"2704991668,",2
2704956143,"2704955340,",2
-1,"2704953113,",2
-1,"2704952778,",2
-1,"2704992668,",2
-1,"2704994078,",2
-1,"2704895840,",2
-1,"2704995035,",2
2704945571,"2704945291,",2
-1,"2704896748,",2
-1,"2704995187,2704995216,",2
2704944688,"2704944521,",2
-1,"2704943056,",2
2704996552,"2704996202,",2
-1,"2704997434,",2
-1,"2704937918,",2
-1,"2704935988,",2
-1,"2705000395,",2
2704934695,"2704934472,",2
-1,"2704901082,",2
2704934330,"2704934117,",2
-1,"2704932036,",2
-1,"2704903835,",2
-1,"2705010022,",2
-1,"2704925843,",2
-1,"2705016032,",2
-1,"2704924451,",2
-1,"2704905128,",2
-1,"2704923946,",2
-1,"2704922616,",2
-1,"2704913514,",2
-1,"2705017199,",2
-1,"2705017350,",2
-1,"2705250047,",2
-1,"2705255246,",2
-1,"2704906531,",2
-1,"2704911277,",2
-1,"2704839886,",2
2704907441,"2704907074,",2
-1,"2704906809,",2
-1,"2705258397,",2
-1,"2704905176,",2
-1,"2704904771,",2
-1,"2704902330,",2
2704902593,"2704902181,",2
2705266513,"2705266337,",2
-1,"2704839034,",2
-1,"2704900997,",2
2705272494,"2705272247,",2
-1,"2705273531,",2
-1,"2704898200,",2
2705277733,"2705277637,",2
2705283463,"2705283325,",2
-1,"2704835512,",2
-1,"2704895568,",2
2704743284,"2704743161,",2
-1,"2705287674,",2
-1,"2705292875,",2
-1,"2705298901,",2
2705308039,"2705307849,",2
-1,"2705308006,",2
-1,"2704856074,",2
2704850960,"2704850665,2704850790,",2
-1,"2705309301,",2
-1,"2704916800,2704916838,2704916957,",2
-1,"2704847622,",2
-1,"2704833511,",2
-1,"2704832991,",2
-1,"2704847254,",2
-1,"2704832821,",2
-1,"2704919267,",2
-1,"2705076676,",2
-1,"2705083842,",2
2705086406,"2705086131,",2
-1,"2704843675,",2
-1,"2704829997,",2
-1,"2704722327,",2
-1,"2704716389,",2
2705348471,"2705348122,",2
-1,"2704715007,",2
-1,"2705348773,",2
-1,"2704706894,",2
2704705786,"2704705566,",2
-1,"2704828486,",2
-1,"2704698975,",2
-1,"2705350728,",2
-1,"2704697955,",2
-1,"2704697949,",2
-1,"2705354513,",2
2704696127,"2704695944,",2
-1,"2704805064,",2
-1,"2704827869,",2
-1,"2705360102,",2
2704803749,"2704802976,",2
2704827853,"2704827528,",2
-1,"2704931753,",2
-1,"2705362110,2705362207,",2
-1,"2705363636,",2
-1,"2704931930,",2
-1,"2704825489,2704825529,",2
-1,"2705365269,",2
2704799729,"2704799075,",2
-1,"2704798825,",2
-1,"2704824763,",2
-1,"2704824750,",2
-1,"2704668607,",2
-1,"2704659241,",2
-1,"2704744983,",2
-1,"2705130247,",2
-1,"2704740644,",2
-1,"2705134245,",2
-1,"2704738623,",2
-1,"2705134583,",2
2704736701,"2704736403,2704736480,",2
-1,"2704735851,",2
-1,"2705134874,",2
2705142565,"2705142421,",2
-1,"2704731726,",2
-1,"2704818933,2704819007,",2
2704655081,"2704654880,",2
-1,"2705178341,",2
-1,"2705186865,",2
-1,"2705191363,",2
-1,"2704653176,",2
-1,"2704943767,",2
-1,"2704648550,",2
-1,"2704944846,",2
-1,"2704818059,",2
-1,"2705230203,",2
-1,"2705230854,",2
2704638839,"2704638099,",2
2704946419,"2704946002,",2
-1,"2705231540,",2
-1,"2704632443,",2
-1,"2704631274,",2
2704947087,"2704946747,2704946824,",2
-1,"2704630152,",2
-1,"2704628853,",2
-1,"2705233071,",2
-1,"2705099082,",2
2704671875,"2704671715,",2
-1,"2704949610,",2
-1,"2705107490,",2
-1,"2705115553,",2
-1,"2704667703,",2
2705116397,"2705116210,",2
-1,"2704665378,",2
-1,"2704664705,",2
-1,"2704951740,",2
-1,"2704662125,",2
-1,"2705265627,",2
-1,"2704602550,",2
-1,"2705266014,",2
2705273184,"2705273015,",2
-1,"2704599388,",2
2704953804,"2704953561,",2
-1,"2704954700,",2
-1,"2704597106,",2
-1,"2704596710,",2
-1,"2704595204,",2
2705300665,"2705300084,",2
-1,"2704594802,",2
-1,"2705303243,",2
-1,"2704807480,",2
-1,"2704806892,",2
-1,"2704591340,2704591389,",2
-1,"2704590045,",2
-1,"2704589296,",2
-1,"2704957735,",2
-1,"2704587111,",2
2704639362,"2704639223,",2
2704631534,"2704631220,",2
-1,"2704630254,",2
-1,"2704629618,",2
2704961439,"2704960967,",2
-1,"2705307855,",2
-1,"2705308271,",2
2704626176,"2704625730,",2
-1,"2705315401,",2
-1,"2704805617,",2
2704623955,"2704623687,",2
-1,"2705317098,",2
2704595510,"2704595403,",2
-1,"2704804890,",2
-1,"2705317634,",2
-1,"2704591442,2704591473,",2
-1,"2705319392,",2
2704591116,"2704590567,",2
-1,"2705329147,",2
2705363612,"2705363351,",2
2704965856,"2704965345,",2
2704803747,"2704802970,",2
-1,"2704965726,",2
2705330349,"2705330182,",2
-1,"2704802795,",2
-1,"2705361271,",2
-1,"2704967340,",2
-1,"2705332974,",2
-1,"2705353403,",2
2704985901,"2704985569,",2
-1,"2705337132,",2
-1,"2705352302,",2
-1,"2704606260,",2
-1,"2704607500,",2
-1,"2704798601,",2
2705348468,"2705347987,2705348110,",2
2704622900,"2704622696,",2
-1,"2704622771,",2
-1,"2705344354,",2
-1,"2704639928,",2
2704645066,"2704644731,",2
-1,"2705339048,",2
-1,"2704650395,",2
-1,"2704650765,",2
-1,"2705335565,",2
2704652223,"2704651691,",2
-1,"2705332394,",2
-1,"2705331541,",2
-1,"2704790644,",2
-1,"2704790467,",2
-1,"2704654565,",2
-1,"2704670864,",2
-1,"2705329161,",2
-1,"2705328071,",2
-1,"2704788995,2704789066,",2
-1,"2704788628,",2
-1,"2704993757,",2
-1,"2704684136,",2
-1,"2704993862,",2
2704782973,"2704782709,",2
2704782931,"2704782654,",2
-1,"2705323403,",2
-1,"2705320078,",2
-1,"2705319939,",2
-1,"2705317898,",2
-1,"2704685693,",2
-1,"2704689480,",2
-1,"2705315546,",2
-1,"2704691680,",2
2704693133,"2704692953,",2
-1,"2704693163,",2
2705309670,"2705308997,",2
-1,"2705307181,",2
2704696805,"2704696668,",2
-1,"2705306001,",2
-1,"2705304331,",2
-1,"2705302584,",2
-1,"2705001635,",2
-1,"2704697496,",2
-1,"2704698853,",2
2704706876,"2704706559,",2
2705021563,"2705021121,",2
-1,"2704709871,",2
-1,"2704649674,",2
-1,"2705298376,",2
-1,"2705021940,",2
-1,"2704747255,",2
2704751221,"2704750871,",2
-1,"2705292873,",2
2704751188,"2704750935,2704750958,",2
-1,"2705292471,",2
2704751498,"2704751185,",2
2705024710,"2705024339,",2
-1,"2704752865,",2
-1,"2705286769,",2
-1,"2705284984,",2
-1,"2705025095,",2
-1,"2705283324,",2
-1,"2705282910,2705282993,",2
2704773240,"2704773002,",2
-1,"2705280167,",2
2704758162,"2704757839,",2
-1,"2704761110,",2
-1,"2705276136,2705276222,2705276239,",2
2705275910,"2705275713,",2
-1,"2704761717,",2
-1,"2705273490,",2
-1,"2705267399,",2
-1,"2705264700,",2
2705031447,"2705031139,",2
2704769418,"2704769310,",2
-1,"2704763336,",2
-1,"2704764033,",2
-1,"2704694560,",2
-1,"2704694595,",2
-1,"2704766056,",2
-1,"2704703248,",2
-1,"2704790881,",2
-1,"2705033309,",2
-1,"2705256398,",2
-1,"2704763948,",2
-1,"2704802972,",2
-1,"2705255584,2705255620,",2
-1,"2704803461,",2
-1,"2704736129,",2
-1,"2705254064,",2
-1,"2705253619,2705253691,",2
-1,"2705253296,2705253444,",2
-1,"2705253109,",2
-1,"2704745812,",2
-1,"2705249559,",2
-1,"2704750610,",2
-1,"2704762661,2704762714,",2
-1,"2704760880,",2
-1,"2704764129,",2
2704951195,"2704950871,",2
2705183682,"2705183527,",2
-1,"2704760182,",2
-1,"2704765485,",2
-1,"2704759388,",2
-1,"2704767668,",2
-1,"2704951714,",2
-1,"2704798059,",2
-1,"2704952014,",2
2705116621,"2705116462,",2
-1,"2704952889,",2
-1,"2704799702,",2
-1,"2705114610,",2
-1,"2704898461,",2
-1,"2704900310,",2
-1,"2705113443,",2
-1,"2705112651,",2
2704917975,"2704917717,",2
2704955644,"2704955414,",2
-1,"2704920023,",2
-1,"2704752789,",2
-1,"2705109588,",2
2704752467,"2704752355,",2
-1,"2704926657,",2
-1,"2704957647,",2
-1,"2705108256,",2
-1,"2705107976,",2
2704945144,"2704944878,",2
-1,"2705105527,",2
2705105235,"2705105152,",2
-1,"2704859573,",2
2705104304,"2705104058,",2
-1,"2704749529,2704749573,",2
-1,"2705100816,",2
-1,"2704960713,",2
-1,"2704868256,",2
-1,"2705099050,",2
-1,"2705246415,",2
-1,"2705245522,2705245545,",2
-1,"2704868886,",2
2705244814,"2705244581,",2
2704869304,"2704869045,",2
-1,"2704747032,",2
-1,"2705212626,",2
-1,"2704872278,",2
2705210371,"2705210216,",2
-1,"2704964880,",2
-1,"2704965404,",2
2705208222,"2705207786,2705207851,",2
-1,"2704875303,",2
-1,"2704973593,",2
-1,"2705198206,",2
-1,"2705193801,",2
-1,"2704975308,",2
-1,"2704978453,",2
-1,"2705192545,",2
-1,"2705163091,",2
-1,"2705161445,",2
-1,"2705159957,",2
2705157908,"2705157830,",2
-1,"2705156989,",2
-1,"2705054418,",2
2704981156,"2704980760,",2
-1,"2704981807,",2
2705150402,"2705150270,",2
-1,"2705054835,",2
-1,"2704982456,",2
-1,"2705054985,",2
-1,"2704741692,",2
-1,"2705011675,2705011867,",2
-1,"2705056942,2705056992,",2
2705147954,"2705147721,",2
-1,"2705016958,",2
2705141806,"2705141327,",2
-1,"2705140579,",2
-1,"2704948156,",2
2705140330,"2705139852,",2
-1,"2705138906,",2
-1,"2705057909,",2
-1,"2705058040,",2
-1,"2704740307,",2
2705133394,"2705133138,",2
-1,"2705132914,",2
-1,"2704739995,",2
-1,"2705131493,",2
-1,"2705129097,",2
2705039242,"2705038978,",2
-1,"2705040623,",2
-1,"2705042912,",2
-1,"2705045259,",2
-1,"2705128217,",2
2705053783,"2705053554,",2
-1,"2705059934,",2
-1,"2704737105,",2
-1,"2705060551,",2
-1,"2705126030,",2
-1,"2704736686,",2
-1,"2704736676,",2
-1,"2705122230,",2
-1,"2705120501,",2
-1,"2705054433,",2
2705055862,"2705055644,",2
-1,"2705061831,",2
2705097384,"2705097262,",2
-1,"2705061017,",2
-1,"2705069640,",2
-1,"2705093546,",2
-1,"2705092708,",2
2705071645,"2705071377,",2
-1,"2705073137,",2
-1,"2705074449,",2
-1,"2705074666,",2
-1,"2705089175,",2
-1,"2705064343,",2
-1,"2704732999,",2
-1,"2705077112,",2
-1,"2705080794,",2
2705084389,"2705083850,",2
-1,"2705066166,",2
2705085209,"2705084924,",2
-1,"2705083584,",2
-1,"2705084629,",2
-1,"2705080393,",2
-1,"2704731047,",2
-1,"2705086431,",2
-1,"2705087263,",2
-1,"2705070342,",2
-1,"2705087962,",2
-1,"2705093174,",2
-1,"2705095644,",2
-1,"2705096822,",2
2704727180,"2704726975,",2
-1,"2705096824,",2
-1,"2705073485,",2
-1,"2705074290,",2
2705130057,"2705129867,2705129944,",2
-1,"2705071819,",2
-1,"2705166599,",2
-1,"2705170310,",2
-1,"2704724372,",2
-1,"2705068999,",2
2705186130,"2705185762,",2
2705189012,"2705188898,",2
-1,"2705190488,",2
-1,"2705067348,",2
-1,"2705190869,",2
-1,"2705036752,",2
-1,"2705078657,",2
-1,"2705044101,",2
-1,"2705047287,",2
-1,"2705066402,",2
-1,"2704720887,",2
-1,"2705066364,",2
-1,"2705065753,",2
-1,"2705049668,",2
-1,"2705050604,",2
-1,"2705054210,",2
-1,"2705081504,",2
-1,"2705061375,",2
-1,"2705242006,",2
-1,"2705060301,",2
-1,"2705060254,",2
-1,"2705055915,",2
-1,"2704719872,",2
-1,"2705103985,",2
2705051249,"2705050980,",2
2705084359,"2705084211,",2
-1,"2705084228,",2
-1,"2705106227,",2
-1,"2704718841,",2
-1,"2705108356,2705108415,",2
-1,"2705047412,",2
-1,"2705045465,",2
-1,"2705110696,",2
-1,"2705115469,",2
-1,"2705117317,",2
2705118015,"2705117805,",2
-1,"2705041014,",2
-1,"2705087647,",2
-1,"2705183553,",2
-1,"2705259545,",2
-1,"2705038121,",2
-1,"2705265725,",2
-1,"2705274776,2705274786,",2
-1,"2705275713,",2
-1,"2705287172,",2
-1,"2704713234,",2
-1,"2705034842,",2
2705291087,"2705290535,",2
-1,"2705296382,",2
-1,"2705300525,",2
-1,"2704712689,",2
-1,"2704712591,",2
-1,"2704712448,",2
-1,"2704712195,2704712240,",2
-1,"2705030154,",2
-1,"2705028820,",2
-1,"2705194026,",2
-1,"2705195466,",2
-1,"2704878130,",2
-1,"2705026798,",2
-1,"2705095255,",2
2705025545,"2705025401,",2
-1,"2704710716,",2
